,station_id,Year,Month,Day,max_temp,min_temp,rainfall,date
86,71075,2010,8,20,-2.5,-6.0,13.2,2010-08-20
87,71075,2010,8,21,-0.9,-4.9,7.2,2010-08-21
88,71075,2010,8,22,3.4,-3.3,5.0,2010-08-22
89,71075,2010,8,23,3.7,-5.9,0.2,2010-08-23
90,71075,2010,8,24,0.8,-1.8,3.8,2010-08-24
91,71075,2010,8,25,-2.6,-6.3,17.2,2010-08-25
92,71075,2010,8,26,-1.0,-6.5,28.4,2010-08-26
93,71075,2010,8,27,2.0,-4.1,23.8,2010-08-27
94,71075,2010,8,28,6.5,-5.5,7.8,2010-08-28
95,71075,2010,8,29,5.7,-9.6,1.8,2010-08-29
96,71075,2010,8,30,6.9,-6.9,0.0,2010-08-30
97,71075,2010,8,31,5.9,-4.4,0.0,2010-08-31
98,71075,2010,9,1,4.6,0.1,0.0,2010-09-01
99,71075,2010,9,2,4.5,1.3,42.6,2010-09-02
100,71075,2010,9,3,8.8,-1.6,10.8,2010-09-03
101,71075,2010,9,4,9.0,-0.2,9.4,2010-09-04
102,71075,2010,9,5,0.3,-0.2,120.4,2010-09-05
103,71075,2010,9,6,1.1,-2.1,19.0,2010-09-06
104,71075,2010,9,7,3.6,-8.0,9.4,2010-09-07
105,71075,2010,9,8,4.6,-7.6,0.0,2010-09-08
106,71075,2010,9,9,5.1,-3.1,0.0,2010-09-09
107,71075,2010,9,10,3.5,1.1,10.2,2010-09-10
108,71075,2010,9,11,3.6,-4.5,15.4,2010-09-11
109,71075,2010,9,12,3.3,-4.9,0.2,2010-09-12
110,71075,2010,9,13,4.7,0.4,4.8,2010-09-13
111,71075,2010,9,14,9.0,-2.0,2.4,2010-09-14
112,71075,2010,9,15,3.3,0.4,0.0,2010-09-15
113,71075,2010,9,16,2.8,-2.4,3.6,2010-09-16
114,71075,2010,9,17,5.6,-3.6,0.2,2010-09-17
115,71075,2010,9,18,7.5,-1.0,0.0,2010-09-18
116,71075,2010,9,19,7.0,-5.5,0.0,2010-09-19
117,71075,2010,9,20,11.5,-3.8,0.0,2010-09-20
118,71075,2010,9,21,11.1,2.5,0.0,2010-09-21
119,71075,2010,9,22,7.9,-0.6,0.0,2010-09-22
120,71075,2010,9,23,8.7,-4.1,0.0,2010-09-23
121,71075,2010,9,24,9.3,-1.8,0.0,2010-09-24
122,71075,2010,9,25,6.0,0.2,0.0,2010-09-25
123,71075,2010,9,26,8.4,0.8,5.6,2010-09-26
124,71075,2010,9,27,6.0,3.0,0.0,2010-09-27
125,71075,2010,9,28,2.0,-0.6,5.0,2010-09-28
126,71075,2010,9,29,2.1,-5.4,0.4,2010-09-29
127,71075,2010,9,30,7.6,-10.6,0.0,2010-09-30
128,71075,2010,10,1,9.8,-6.2,0.0,2010-10-01
129,71075,2010,10,2,10.6,-3.0,0.0,2010-10-02
130,71075,2010,10,3,9.6,2.5,0.0,2010-10-03
131,71075,2010,10,4,10.8,3.5,1.2,2010-10-04
132,71075,2010,10,5,14.7,5.0,1.2,2010-10-05
133,71075,2010,10,6,14.4,3.8,0.0,2010-10-06
134,71075,2010,10,7,7.5,2.7,26.2,2010-10-07
135,71075,2010,10,8,11.1,-2.3,0.0,2010-10-08
136,71075,2010,10,9,13.2,-1.4,0.0,2010-10-09
137,71075,2010,10,10,9.5,3.5,0.0,2010-10-10
138,71075,2010,10,11,12.3,1.0,0.0,2010-10-11
139,71075,2010,10,12,10.4,4.3,0.0,2010-10-12
140,71075,2010,10,13,9.3,6.6,4.4,2010-10-13
141,71075,2010,10,14,11.0,5.8,31.8,2010-10-14
142,71075,2010,10,15,11.2,5.5,22.2,2010-10-15
143,71075,2010,10,16,0.9,-6.2,74.8,2010-10-16
144,71075,2010,10,17,2.2,-5.0,2.2,2010-10-17
145,71075,2010,10,18,6.4,-0.5,0.0,2010-10-18
146,71075,2010,10,19,12.2,-5.8,0.0,2010-10-19
147,71075,2010,10,20,15.2,-0.9,0.0,2010-10-20
148,71075,2010,10,21,16.1,2.9,0.0,2010-10-21
149,71075,2010,10,22,13.7,1.6,0.0,2010-10-22
150,71075,2010,10,23,8.8,7.6,3.4,2010-10-23
151,71075,2010,10,24,12.0,-0.4,12.2,2010-10-24
152,71075,2010,10,25,12.7,-1.5,0.4,2010-10-25
153,71075,2010,10,26,10.8,3.4,2.4,2010-10-26
154,71075,2010,10,27,10.7,3.5,10.6,2010-10-27
155,71075,2010,10,28,12.5,2.9,0.0,2010-10-28
156,71075,2010,10,29,16.6,-0.6,0.2,2010-10-29
157,71075,2010,10,30,13.3,8.7,0.0,2010-10-30
158,71075,2010,10,31,9.5,7.2,54.2,2010-10-31
159,71075,2010,11,1,9.6,1.4,3.4,2010-11-01
160,71075,2010,11,2,9.2,-0.2,13.8,2010-11-02
161,71075,2010,11,3,8.2,2.1,7.482758620689655,2010-11-03
162,71075,2010,11,4,2.1,-2.0,0.2,2010-11-04
163,71075,2010,11,5,4.4,-1.2,5.0,2010-11-05
164,71075,2010,11,6,10.9,-0.8,1.4,2010-11-06
165,71075,2010,11,7,11.3,0.0,1.8,2010-11-07
166,71075,2010,11,8,13.2,4.9,13.0,2010-11-08
167,71075,2010,11,9,16.9,2.2,1.4,2010-11-09
168,71075,2010,11,10,15.6,8.7,3.4,2010-11-10
169,71075,2010,11,11,15.7,5.1,22.2,2010-11-11
170,71075,2010,11,12,19.4,11.9,0.0,2010-11-12
171,71075,2010,11,13,16.2,11.7,0.0,2010-11-13
172,71075,2010,11,14,14.6,12.5,21.8,2010-11-14
173,71075,2010,11,15,13.6,8.8,48.2,2010-11-15
174,71075,2010,11,16,10.4,1.6,0.2,2010-11-16
175,71075,2010,11,17,15.2,-1.5,0.0,2010-11-17
176,71075,2010,11,18,12.4,0.5,0.0,2010-11-18
177,71075,2010,11,19,14.6,2.8,0.2,2010-11-19
178,71075,2010,11,20,18.2,1.0,0.0,2010-11-20
179,71075,2010,11,21,18.3,5.2,0.0,2010-11-21
180,71075,2010,11,22,18.9,3.4,3.4,2010-11-22
181,71075,2010,11,23,18.8,7.3,0.0,2010-11-23
182,71075,2010,11,24,17.4,9.6,0.0,2010-11-24
183,71075,2010,11,25,16.6,11.4,0.0,2010-11-25
184,71075,2010,11,26,14.5,9.4,0.6,2010-11-26
185,71075,2010,11,27,17.1,9.4,0.8,2010-11-27
186,71075,2010,11,28,14.8,9.8,20.4,2010-11-28
187,71075,2010,11,29,6.5,4.0,36.6,2010-11-29
188,71075,2010,11,30,8.9,3.8,19.2,2010-11-30
189,71075,2010,12,1,10.4,6.0,20.6,2010-12-01
190,71075,2010,12,2,16.4,8.2,12.0,2010-12-02
191,71075,2010,12,3,19.3,5.7,4.6,2010-12-03
192,71075,2010,12,4,18.6,10.3,0.8,2010-12-04
193,71075,2010,12,5,18.4,4.2,9.0,2010-12-05
194,71075,2010,12,6,17.0,9.3,1.4,2010-12-06
195,71075,2010,12,7,16.8,7.7,15.6,2010-12-07
196,71075,2010,12,8,15.7,11.9,2.4,2010-12-08
197,71075,2010,12,9,15.4,11.7,102.6,2010-12-09
198,71075,2010,12,10,10.5,7.4,3.8,2010-12-10
199,71075,2010,12,11,9.9,2.7,0.0,2010-12-11
200,71075,2010,12,12,10.4,3.4,0.4,2010-12-12
201,71075,2010,12,13,15.7,2.6,0.0,2010-12-13
202,71075,2010,12,14,17.7,5.0,0.0,2010-12-14
203,71075,2010,12,15,17.7,5.8,0.0,2010-12-15
204,71075,2010,12,16,15.1,7.0,17.8,2010-12-16
205,71075,2010,12,17,10.9,2.6,0.0,2010-12-17
206,71075,2010,12,18,7.2,3.4,11.0,2010-12-18
207,71075,2010,12,19,7.5,1.6,15.4,2010-12-19
208,71075,2010,12,20,5.2,-0.9,40.2,2010-12-20
209,71075,2010,12,21,10.9,0.2,12.2,2010-12-21
210,71075,2010,12,22,17.2,-0.9,0.0,2010-12-22
211,71075,2010,12,23,20.3,8.4,0.0,2010-12-23
212,71075,2010,12,24,20.2,1.6,0.0,2010-12-24
213,71075,2010,12,25,17.1,11.2,0.0,2010-12-25
214,71075,2010,12,26,15.9,9.1,11.4,2010-12-26
215,71075,2010,12,27,13.9,6.0,6.8,2010-12-27
216,71075,2010,12,28,16.6,-1.8,0.0,2010-12-28
217,71075,2010,12,29,16.8,8.3,0.0,2010-12-29
218,71075,2010,12,30,19.4,5.0,0.0,2010-12-30
219,71075,2010,12,31,23.3,8.3,0.0,2010-12-31
220,71075,2011,1,1,23.2,16.7,0.0,2011-01-01
221,71075,2011,1,2,19.8,11.3,3.0,2011-01-02
222,71075,2011,1,3,19.1,1.6,0.0,2011-01-03
223,71075,2011,1,4,17.2,6.2,0.4,2011-01-04
224,71075,2011,1,5,19.6,4.0,0.2,2011-01-05
225,71075,2011,1,6,18.5,6.6,7.2,2011-01-06
226,71075,2011,1,7,20.0,5.2,0.0,2011-01-07
227,71075,2011,1,8,21.4,6.7,0.0,2011-01-08
228,71075,2011,1,9,17.5,10.7,0.0,2011-01-09
229,71075,2011,1,10,15.7,10.3,39.4,2011-01-10
230,71075,2011,1,11,14.7,9.4,13.2,2011-01-11
231,71075,2011,1,12,18.9,12.0,10.6,2011-01-12
232,71075,2011,1,13,19.0,13.5,4.0,2011-01-13
233,71075,2011,1,14,15.8,13.2,4.4,2011-01-14
234,71075,2011,1,15,23.3,12.6,14.6,2011-01-15
235,71075,2011,1,16,24.3,9.2,0.0,2011-01-16
236,71075,2011,1,17,17.9,13.1,0.0,2011-01-17
237,71075,2011,1,18,19.2,1.9,0.0,2011-01-18
238,71075,2011,1,19,19.4,8.2,0.0,2011-01-19
239,71075,2011,1,20,20.4,6.9,4.1066666666666665,2011-01-20
240,71075,2011,1,21,19.3,7.5,0.0,2011-01-21
241,71075,2011,1,22,21.4,6.8,0.0,2011-01-22
242,71075,2011,1,23,19.1,9.5,20.4,2011-01-23
243,71075,2011,1,24,16.8,13.1,0.0,2011-01-24
244,71075,2011,1,25,19.7,8.8,0.0,2011-01-25
245,71075,2011,1,26,23.9,12.3,5.8,2011-01-26
246,71075,2011,1,27,22.2,11.6,0.0,2011-01-27
247,71075,2011,1,28,20.7,0.5,0.0,2011-01-28
248,71075,2011,1,29,21.1,4.6,0.0,2011-01-29
249,71075,2011,1,30,23.0,8.0,0.0,2011-01-30
250,71075,2011,1,31,25.2,12.3,0.0,2011-01-31
251,71075,2011,2,1,24.5,12.6,0.0,2011-02-01
252,71075,2011,2,2,19.7,12.9,1.6,2011-02-02
253,71075,2011,2,3,24.5,14.8,27.4,2011-02-03
254,71075,2011,2,4,19.6,13.0,21.4,2011-02-04
255,71075,2011,2,5,15.7,14.3,99.6,2011-02-05
256,71075,2011,2,6,13.4,8.3,99.6,2011-02-06
257,71075,2011,2,7,18.0,-1.5,3.8,2011-02-07
258,71075,2011,2,8,18.0,3.3,0.0,2011-02-08
259,71075,2011,2,9,16.7,6.2,0.0,2011-02-09
260,71075,2011,2,10,17.1,6.1,0.0,2011-02-10
261,71075,2011,2,11,14.8,12.2,25.0,2011-02-11
262,71075,2011,2,12,19.1,10.7,99.8,2011-02-12
263,71075,2011,2,13,18.3,8.1,0.6,2011-02-13
264,71075,2011,2,14,16.1,1.2,0.0,2011-02-14
265,71075,2011,2,15,17.8,4.2,0.0,2011-02-15
266,71075,2011,2,16,14.3,7.7,1.2,2011-02-16
267,71075,2011,2,17,18.0,10.4,16.2,2011-02-17
268,71075,2011,2,18,17.1,8.9,13.6,2011-02-18
269,71075,2011,2,19,16.1,10.8,9.6,2011-02-19
270,71075,2011,2,20,13.2,9.1,116.6,2011-02-20
271,71075,2011,2,21,13.3,2.2,20.21481481481481,2011-02-21
272,71075,2011,2,22,15.4,-1.5,0.0,2011-02-22
273,71075,2011,2,23,18.5,1.8,0.0,2011-02-23
274,71075,2011,2,24,17.7,2.4,0.0,2011-02-24
275,71075,2011,2,25,18.1,5.4,0.0,2011-02-25
276,71075,2011,2,26,17.0,4.9,0.0,2011-02-26
277,71075,2011,2,27,14.5,10.6,4.6,2011-02-27
278,71075,2011,2,28,16.7,8.0,5.2,2011-02-28
279,71075,2011,3,1,11.9,10.1,2.8,2011-03-01
280,71075,2011,3,2,12.1,-1.3,0.2,2011-03-02
281,71075,2011,3,3,14.0,4.2,0.0,2011-03-03
282,71075,2011,3,4,13.9,2.8,0.0,2011-03-04
283,71075,2011,3,5,12.7,2.1,0.0,2011-03-05
284,71075,2011,3,6,17.2,-3.1,0.0,2011-03-06
285,71075,2011,3,7,19.9,0.6,0.0,2011-03-07
286,71075,2011,3,8,16.2,7.1,0.0,2011-03-08
287,71075,2011,3,9,17.1,10.7,0.0,2011-03-09
288,71075,2011,3,10,15.7,10.4,5.2,2011-03-10
289,71075,2011,3,11,13.3,9.7,12.8,2011-03-11
290,71075,2011,3,12,16.9,6.3,1.6,2011-03-12
291,71075,2011,3,13,16.5,9.3,0.0,2011-03-13
292,71075,2011,3,14,18.3,9.4,6.0,2011-03-14
293,71075,2011,3,15,17.2,6.8,1.0,2011-03-15
294,71075,2011,3,16,17.1,9.0,7.4,2011-03-16
295,71075,2011,3,17,16.1,5.3566666666666665,4.537931034482758,2011-03-17
296,71075,2011,3,18,15.8,3.6,0.0,2011-03-18
297,71075,2011,3,19,14.5,7.2,1.8,2011-03-19
298,71075,2011,3,20,13.2,7.5,2.0,2011-03-20
299,71075,2011,3,21,12.7,8.0,4.537931034482758,2011-03-21
300,71075,2011,3,22,16.0,8.3,49.0,2011-03-22
301,71075,2011,3,23,11.2,9.2,5.2,2011-03-23
302,71075,2011,3,24,8.3,4.2,9.6,2011-03-24
303,71075,2011,3,25,10.2,5.7,23.0,2011-03-25
304,71075,2011,3,26,11.3,3.4,0.6,2011-03-26
305,71075,2011,3,27,14.8,-0.7,0.0,2011-03-27
306,71075,2011,3,28,16.6,-0.1,0.0,2011-03-28
307,71075,2011,3,29,13.4,1.6,0.0,2011-03-29
308,71075,2011,3,30,11.1,6.7,0.6,2011-03-30
309,71075,2011,3,31,12.0,2.0,2.8,2011-03-31
310,71075,2011,4,1,13.6,-2.2,2.8962962962962964,2011-04-01
311,71075,2011,4,2,11.1,-1.3,0.0,2011-04-02
312,71075,2011,4,3,15.0,-2.1,0.0,2011-04-03
313,71075,2011,4,4,12.8,-0.8,0.0,2011-04-04
314,71075,2011,4,5,12.1,-3.0,0.2,2011-04-05
315,71075,2011,4,6,12.8,-2.4,0.0,2011-04-06
316,71075,2011,4,7,13.1,-2.6,0.0,2011-04-07
317,71075,2011,4,8,16.7,-3.5,2.8962962962962964,2011-04-08
318,71075,2011,4,9,12.1,1.5,0.0,2011-04-09
319,71075,2011,4,10,5.3,1.9,32.0,2011-04-10
320,71075,2011,4,11,5.7,-2.0,2.6,2011-04-11
321,71075,2011,4,12,2.7,0.0,0.6,2011-04-12
322,71075,2011,4,13,3.4,0.1,31.2,2011-04-13
323,71075,2011,4,14,8.7,0.3,1.2,2011-04-14
324,71075,2011,4,15,7.1,-0.1,0.2,2011-04-15
325,71075,2011,4,16,8.2,0.7,5.0,2011-04-16
326,71075,2011,4,17,13.0,-3.8,0.0,2011-04-17
327,71075,2011,4,18,15.5,-2.0,0.0,2011-04-18
328,71075,2011,4,19,15.4,1.0,0.0,2011-04-19
329,71075,2011,4,20,10.6,4.3,2.8,2011-04-20
330,71075,2011,4,21,7.7,5.0,1.0,2011-04-21
331,71075,2011,4,22,7.5,3.6,1.0,2011-04-22
332,71075,2011,4,23,10.0,-5.1,0.2,2011-04-23
333,71075,2011,4,24,14.5,-3.1,0.0,2011-04-24
334,71075,2011,4,25,13.1,-2.5,0.0,2011-04-25
335,71075,2011,4,26,10.1,3.8,2.8962962962962964,2011-04-26
336,71075,2011,4,27,10.7,-2.6,0.0,2011-04-27
337,71075,2011,4,28,10.7,-0.3,0.0,2011-04-28
338,71075,2011,4,29,14.8,-3.7,0.2,2011-04-29
339,71075,2011,4,30,14.1,-3.7,0.0,2011-04-30
340,71075,2011,5,1,11.1,-0.5,0.0,2011-05-01
341,71075,2011,5,2,11.8,3.4,0.0,2011-05-02
342,71075,2011,5,3,6.2,3.6,5.4,2011-05-03
343,71075,2011,5,4,8.2,-0.9,1.6,2011-05-04
344,71075,2011,5,5,8.8,-5.3,0.0,2011-05-05
345,71075,2011,5,6,12.3,-4.2,0.0,2011-05-06
346,71075,2011,5,7,11.9,-4.1,0.0,2011-05-07
347,71075,2011,5,8,4.8,-3.0,0.0,2011-05-08
348,71075,2011,5,9,2.3,-3.8,0.6,2011-05-09
349,71075,2011,5,10,6.1,-6.0,4.4,2011-05-10
350,71075,2011,5,11,-0.3,-3.4,11.0,2011-05-11
351,71075,2011,5,12,2.8,-8.1,11.8,2011-05-12
352,71075,2011,5,13,1.2,-3.0,2.0,2011-05-13
353,71075,2011,5,14,1.8,-4.6,14.4,2011-05-14
354,71075,2011,5,15,6.3,-5.6,0.0,2011-05-15
355,71075,2011,5,16,8.7,-4.5,0.0,2011-05-16
356,71075,2011,5,17,8.8,-4.3,0.0,2011-05-17
357,71075,2011,5,18,9.5,-4.1,0.0,2011-05-18
358,71075,2011,5,19,8.4,-0.7,0.0,2011-05-19
359,71075,2011,5,20,11.9,-2.0,0.0,2011-05-20
360,71075,2011,5,21,6.3,0.3,0.0,2011-05-21
361,71075,2011,5,22,8.4,4.0,0.0,2011-05-22
362,71075,2011,5,23,4.6,3.0,24.2,2011-05-23
363,71075,2011,5,24,3.5,0.0,54.0,2011-05-24
364,71075,2011,5,25,0.9,-3.1,4.0,2011-05-25
365,71075,2011,5,26,6.8,-4.9,0.0,2011-05-26
366,71075,2011,5,27,7.1,-4.1,0.0,2011-05-27
367,71075,2011,5,28,6.3,-5.4,0.0,2011-05-28
368,71075,2011,5,29,7.4,-3.0,0.0,2011-05-29
369,71075,2011,5,30,5.5,-1.6,0.0,2011-05-30
370,71075,2011,5,31,6.2,0.2,3.0,2011-05-31
371,71075,2011,6,1,7.0,-2.2,0.2,2011-06-01
372,71075,2011,6,2,11.8,-4.1,0.0,2011-06-02
373,71075,2011,6,3,4.7,-2.9,0.0,2011-06-03
374,71075,2011,6,4,2.4,1.4,16.0,2011-06-04
375,71075,2011,6,5,-0.4,-3.1,1.8,2011-06-05
376,71075,2011,6,6,1.2,-2.6,8.4,2011-06-06
377,71075,2011,6,7,-2.1,-7.6,0.0,2011-06-07
378,71075,2011,6,8,-1.0,-6.4,9.6,2011-06-08
379,71075,2011,6,9,1.0,-5.0,0.6,2011-06-09
380,71075,2011,6,10,1.3,-1.9,2.6,2011-06-10
381,71075,2011,6,11,1.5,-6.1,1.0,2011-06-11
382,71075,2011,6,12,1.1,-2.6,1.8,2011-06-12
383,71075,2011,6,13,1.9,-2.5,5.4,2011-06-13
384,71075,2011,6,14,1.3,-1.0,7.8,2011-06-14
385,71075,2011,6,15,2.1,-0.8,4.4,2011-06-15
386,71075,2011,6,16,8.4,-4.5,0.6,2011-06-16
387,71075,2011,6,17,0.3,-3.5,0.4,2011-06-17
388,71075,2011,6,18,1.0,-2.7,7.2,2011-06-18
389,71075,2011,6,19,1.5,-3.7,0.4,2011-06-19
390,71075,2011,6,20,2.0,-0.2,9.8,2011-06-20
391,71075,2011,6,21,-0.3,-0.3,32.4,2011-06-21
392,71075,2011,6,22,1.6,-4.6,35.2,2011-06-22
393,71075,2011,6,23,3.9,-3.4,9.6,2011-06-23
394,71075,2011,6,24,4.8,-2.5,0.0,2011-06-24
395,71075,2011,6,25,6.4,-5.5,0.0,2011-06-25
396,71075,2011,6,26,2.8,-1.1,0.0,2011-06-26
397,71075,2011,6,27,6.6,-1.0,0.0,2011-06-27
398,71075,2011,6,28,9.1,-9.6,0.0,2011-06-28
399,71075,2011,6,29,8.0,-7.4,0.0,2011-06-29
400,71075,2011,6,30,10.3,-7.0,0.0,2011-06-30
401,71075,2011,7,1,10.3,-5.5,0.0,2011-07-01
402,71075,2011,7,2,4.3,-4.9,0.0,2011-07-02
403,71075,2011,7,3,3.1,-0.5,0.0,2011-07-03
404,71075,2011,7,4,0.6,0.2,44.4,2011-07-04
405,71075,2011,7,5,-1.5,-3.4,33.6,2011-07-05
406,71075,2011,7,6,-0.2,-3.7,29.6,2011-07-06
407,71075,2011,7,7,3.1,-3.0,60.2,2011-07-07
408,71075,2011,7,8,3.9,-5.7,3.0,2011-07-08
409,71075,2011,7,9,-1.1,-5.2,0.0,2011-07-09
410,71075,2011,7,10,-0.4,-5.0,3.6,2011-07-10
411,71075,2011,7,11,1.6,-5.0,19.0,2011-07-11
412,71075,2011,7,12,1.0,-3.6,0.0,2011-07-12
413,71075,2011,7,13,-0.4,-3.4,1.2,2011-07-13
414,71075,2011,7,14,0.2,-5.3,6.0,2011-07-14
415,71075,2011,7,15,5.0,-10.8,0.0,2011-07-15
416,71075,2011,7,16,4.4,-10.4,0.0,2011-07-16
417,71075,2011,7,17,3.9,-3.4,0.0,2011-07-17
418,71075,2011,7,18,1.3,-0.4,3.6,2011-07-18
419,71075,2011,7,19,1.8,-7.4,7.4,2011-07-19
420,71075,2011,7,20,1.6,0.0,21.6,2011-07-20
421,71075,2011,7,21,1.2,-1.4,16.2,2011-07-21
422,71075,2011,7,22,0.0,-1.9,15.6,2011-07-22
423,71075,2011,7,23,3.4,-8.4,5.0,2011-07-23
424,71075,2011,7,24,0.7,-7.7,0.6,2011-07-24
425,71075,2011,7,25,1.3,-2.5,1.8,2011-07-25
426,71075,2011,7,26,1.7,-4.39,9.173333333333334,2011-07-26
427,71075,2011,7,27,3.1,-9.7,0.0,2011-07-27
428,71075,2011,7,28,6.5,-6.4,0.0,2011-07-28
429,71075,2011,7,29,9.1,-3.9,0.0,2011-07-29
430,71075,2011,7,30,3.9,-3.5,0.0,2011-07-30
431,71075,2011,7,31,4.1,0.1,2.8,2011-07-31
432,71075,2011,8,1,5.1,0.9,1.4,2011-08-01
433,71075,2011,8,2,8.2,3.1,0.0,2011-08-02
434,71075,2011,8,3,9.4,4.2,0.0,2011-08-03
435,71075,2011,8,4,9.3,4.7,0.0,2011-08-04
436,71075,2011,8,5,6.8,4.2,4.98,2011-08-05
437,71075,2011,8,6,3.6,0.1,10.0,2011-08-06
438,71075,2011,8,7,1.7,-1.5,49.2,2011-08-07
