,Year,Week,Mt. Baw Baw,Mt. Stirling,Mt. Hotham,Falls Creek,Mt. Buller,Selwyn,Thredbo,Perisher,Charlotte Pass
99,2020,10,1645.8463985833198,313.60088708752346,7808.5706881885635,6856.465704798955,7943.8563588381385,1139.03887647019,6139.985187050306,8161.528015781,441.7208209738099
100,2020,11,1671.547232303476,281.7171261423164,8522.543048774833,7043.376315609253,7740.8722649268875,1150.9842775704035,6249.979681171836,8266.56213818927,449.1558204311967
101,2020,12,1414.3024568892176,202.98091997094025,7417.727552288206,6737.142562756675,7052.428374316062,1048.98574285806,5684.996034781374,7531.932656514129,408.720337143684
102,2020,13,925.5137397808572,142.2025006691393,6063.579297118672,5489.326955050246,5177.296500200014,802.7171442220964,4379.921374083189,5777.887741280771,313.03394045724207
103,2020,14,655.2175750257285,74.8665927427064,4681.669638042409,4475.625904595271,3604.6945009629735,613.7036125936306,3326.018070457494,4399.356432980141,237.988193640573
104,2020,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2021,1,334.0,216.0,3992.0,8585.0,2198.0,830.0,4556.0,6003.0,323.0
106,2021,2,941.0,69.0,9086.0,13114.0,5269.0,1541.0,8255.0,10901.0,597.0
107,2021,3,2614.0,99.0,16742.0,24383.0,17995.0,3315.0,18301.0,24338.0,1307.0
108,2021,4,8833.0,315.0,28047.0,31297.0,39561.0,6070.0,32789.0,43413.0,2355.0
109,2021,5,11910.0,697.0,35270.0,36763.0,53339.0,8018.0,42107.0,55654.0,3029.0
110,2021,6,2430.0,103.0,13693.0,14100.0,26598.0,3099.0,17062.0,22523.0,1219.0
111,2021,7,3.0,0.0,6750.0,7500.0,7908.0,1186.0,6387.0,8333.0,468.0
112,2021,8,3274.0,468.0,18858.0,22133.0,31619.0,4115.0,22563.0,29825.0,1653.0
113,2021,9,1757.0,774.0,27982.0,9250.0,25906.0,3478.0,19180.0,25409.0,1388.0
114,2021,10,2392.0,834.0,16215.0,14152.0,16707.0,2706.0,14564.0,19460.0,1036.0
115,2021,11,1948.0,0.0,15773.0,16893.0,15200.0,2680.0,14342.0,18796.0,1046.0
116,2021,12,0.0,0.0,4200.0,10746.0,5401.0,1102.0,5792.0,7640.0,424.0
117,2021,13,0.0,15.0,4200.0,7505.0,3732.0,806.0,4411.0,5871.0,329.0
118,2021,14,176.0,33.0,5617.0,7698.0,176.0,742.0,3909.0,5192.0,286.0
119,2021,15,475.0,618.0,11309.0,5282.0,5975.0,1282.0,6774.0,8958.0,504.0
120,2022,1,8513.0,1038.0,16726.0,16216.0,27665.0,5144.0,28482.0,37439.0,2109.0
121,2022,2,6516.0,711.0,17273.0,11828.0,33328.0,5403.0,28805.0,38068.0,2110.0
122,2022,3,5609.0,426.0,17846.0,21374.0,36352.0,5887.0,32323.0,42997.0,2385.0
123,2022,4,10614.0,984.0,32710.0,31895.0,58192.0,9683.0,51793.0,68311.0,3705.0
124,2022,5,11092.0,1071.0,39827.0,36797.0,65372.0,10791.0,58950.0,77499.0,4232.0
125,2022,6,9082.0,660.0,34135.0,40770.0,49092.0,9436.0,50846.0,66744.0,3615.0
126,2022,7,8570.0,1158.0,34204.0,38308.0,49631.0,9266.0,50463.0,66904.0,3723.0
127,2022,8,7825.0,1032.0,32560.0,35915.0,50634.0,9018.0,48895.0,64587.0,3536.0
128,2022,9,7810.0,819.0,34634.0,39378.0,40367.0,8602.0,46293.0,60980.0,3441.0
129,2022,10,6587.0,1314.0,37253.0,41541.0,44242.0,9356.0,49363.0,65991.0,3634.0
130,2022,11,7939.0,1577.0,34672.0,44226.0,43874.0,9146.0,49801.0,65880.0,3603.0
131,2022,12,6782.0,975.0,33389.0,44959.0,44775.0,9077.0,49543.0,65716.0,3644.0
132,2022,13,4750.0,609.0,29398.0,35811.0,30766.0,6969.0,37838.0,49749.0,2794.0
133,2022,14,3009.0,357.0,21856.0,30281.0,21896.0,5298.0,28277.0,37395.0,2038.0
134,2022,15,2262.0,85.0,18981.0,26821.0,19427.0,4557.0,24771.0,32777.0,1829.0
135,2023,1,1218.0,54.0,5318.0,7332.0,10172.0,1591.0,8545.0,11226.0,605.0
136,2023,2,2458.0,82.0,8241.0,7029.0,12397.0,1932.0,10240.0,13577.0,741.0
137,2023,3,7129.0,422.0,18549.0,16737.0,23839.0,4120.0,21673.0,28654.0,1607.0
138,2023,4,17116.0,710.0,33179.0,29896.0,49596.0,8400.0,44587.0,59114.0,3258.0
139,2023,5,14690.0,678.0,34315.0,34384.0,58139.0,9149.0,49756.0,66365.0,3688.0
140,2023,6,9419.0,844.0,44648.0,39352.0,51039.0,8950.0,48555.0,63478.0,3573.0
141,2023,7,10343.0,589.0,35497.0,39492.0,46314.0,8106.0,44316.0,58267.0,3165.0
142,2023,8,10041.0,673.0,34086.0,35667.0,46474.0,7770.0,42124.0,55647.0,3090.0
143,2023,9,7015.0,1387.0,34067.0,39490.0,40587.0,7424.0,39758.0,52481.0,2884.0
144,2023,10,7481.0,1495.0,35521.0,43353.0,37635.0,7666.0,40626.0,54314.0,2901.0
145,2023,11,4999.0,2050.0,37115.0,42005.0,36754.0,7581.0,40364.0,53176.0,2949.0
146,2023,12,3680.0,906.0,30944.0,36988.0,33923.0,6278.0,34371.0,45383.0,2480.0
147,2023,13,1265.0,1069.0,22969.0,28811.0,18840.0,4244.0,23161.0,30430.0,1650.0
148,2023,14,0.0,0.0,15149.0,22814.0,9166.0,2733.0,14628.0,19256.0,1037.0
149,2023,15,0.0,0.0,9148.0,16476.0,6355.0,1865.0,9901.0,13110.0,705.0
150,2024,1,1558.0,0.0,2079.0,5511.0,5726.0,990.0,5493.0,7198.0,392.0
151,2024,2,1546.0,12.0,4269.0,5506.0,8215.0,1264.0,6847.0,9075.0,505.0
152,2024,3,1695.0,106.0,6033.0,6501.0,11786.0,1686.0,9071.0,12013.0,677.0
153,2024,4,4457.0,122.0,11558.0,19666.0,24083.0,3662.0,20186.0,26583.0,1460.0
154,2024,5,11079.0,426.0,27353.0,40093.0,50827.0,8563.0,45827.0,60244.0,3268.0
155,2024,6,9830.0,122.0,31258.0,46620.0,53357.0,8932.0,48866.0,64682.0,3602.0
156,2024,7,9456.0,1403.0,36427.0,43349.0,45399.0,8530.0,46149.0,60369.0,3271.0
157,2024,8,8513.0,1596.0,24401.0,43812.0,49676.0,8160.0,43752.0,57846.0,3164.0
158,2024,9,9635.0,2097.0,25904.0,49697.0,49587.0,8533.0,46790.0,62142.0,3457.0
159,2024,10,8121.0,1632.0,25139.0,38756.0,50031.0,7668.0,41927.0,55118.0,3084.0
160,2024,11,5977.0,1416.0,24260.0,38541.0,43387.0,6859.0,37608.0,49136.0,2667.0
161,2024,12,3597.0,701.0,19289.0,42101.0,36668.0,5969.0,33208.0,43382.0,2392.0
162,2024,13,1500.0,213.0,14487.0,25252.0,15415.0,3351.0,18120.0,23908.0,1323.0
163,2024,14,0.0,0.0,2700.0,17137.0,0.0,1177.0,6270.0,8244.0,454.0
164,2024,15,0.0,0.0,0.0,12950.0,0.0,745.0,4103.0,5336.0,294.0
